,registro_funcional,num_vinculo,dc_cargo_base,grupo_cargo_base,nivel_cargo_base,segmento_cargo_base,referencia_cargo_comissao,relacao_juridica,qt_hora_jornada_semanal,dc_orgao,qtd_servidores_orgao,ano_nascimento,sexo,raca,pessoa_com_deficiencia,vl_remuneracao_base_mensal,vl_outro_elemento_remuneracao,vl_remuneracao_total_bruta,cedido,tempo_exercicio_dias
2479,8064130,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DE HABITACAO,247.0,1976,F,BRANCA,NAO,8810.28,412.23,9222.51,False,3249
2480,8064334,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE,740.0,1977,M,BRANCA,NAO,7989.49,1527.88,9517.37,False,3234
2481,8064539,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1983,F,BRANCA,NAO,8309.1,274.82,8583.92,False,3251
2482,8064661,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1983,F,BRANCA,NAO,8309.1,1797.08,10106.18,False,3244
2483,8065021,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE,740.0,1973,F,BRANCA,NAO,8309.1,1217.68,9526.78,False,3254
2484,8065098,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS11,EFETIVO,40,SECRETARIA MUNICIPAL DE HABITACAO,247.0,1962,M,BRANCA,NAO,8953.46,2401.89,11355.35,False,3248
2485,8066558,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1984,M,BRANCA,NAO,8309.1,412.23,8721.33,False,3229
2486,8066621,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1982,M,BRANCA,NAO,8309.1,412.23,8721.33,False,3230
2487,8066965,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS11,EFETIVO,40,SECRETARIA MUNICIPAL DE HABITACAO,247.0,1985,M,BRANCA,NAO,8953.46,1688.54,10642.0,False,3237
2488,8067431,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1961,M,AMARELA,NAO,8309.1,412.23,8721.33,False,3223
2489,8067538,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS12,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1982,F,BRANCA,NAO,9025.07,1257.98,10283.05,False,3207
2490,8067686,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1954,M,BRANCA,NAO,8309.1,412.23,8721.33,False,3230
2491,8068054,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1957,M,BRANCA,NAO,8309.1,412.23,8721.33,False,3223
2492,8068631,3,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,BIBLIOTECONOMIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1979,M,PRETA,NAO,6232.69,974.63,7207.32,False,1151
2493,8068739,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1989,M,BRANCA,NAO,8309.1,412.23,8721.33,False,3215
2494,8068950,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ENGENHARIA,DAS11,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1989,M,BRANCA,NAO,8953.46,412.23,9365.69,False,3215
2495,8068976,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ENGENHARIA,DAS10,EFETIVO,40,SUBPREFEITURA ITAIM PAULISTA,183.0,1986,M,AMARELA,NAO,8988.95,412.23,9401.18,False,3214
2496,8069123,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE HABITACAO,247.0,1987,F,BRANCA,NAO,8309.1,412.23,8721.33,False,3209
2497,8069492,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS11,EFETIVO,40,SECRETARIA MUNICIPAL DE HABITACAO,247.0,1971,F,BRANCA,NAO,8953.46,412.23,9365.69,False,3181
2498,8069522,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1980,M,AMARELA,NAO,8540.06,412.23,8952.29,False,3193
2499,8069603,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1985,F,BRANCA,NAO,8493.87,412.23,8906.1,False,3201
2500,8069727,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1981,M,BRANCA,NAO,8309.1,412.23,8721.33,False,3188
2501,8069948,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1950,M,BRANCA,NAO,8309.1,412.23,8721.33,False,3191
2502,8070211,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1967,M,AMARELA,NAO,8309.1,412.23,8721.33,False,3186
2503,8070229,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE HABITACAO,247.0,1964,F,PARDA,NAO,7989.49,1182.17,9171.66,False,3181
2504,8070270,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1982,F,NAO INFORMADO,NAO,7339.03,1419.47,8758.5,False,3195
2505,8070814,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS12,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1971,F,BRANCA,NAO,9025.07,1720.11,10745.18,False,3167
2506,8072183,1,AUDITOR FISCAL TRIBUTARIO MUNICIPAL,QPAT,I,GESTAO TRIBUTARIA,,EFETIVO,44,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1965,M,BRANCA,NAO,24175.55,13576.07,37751.62,False,3138
2507,8076944,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE HABITACAO,247.0,1981,M,BRANCA,NAO,8309.1,1600.78,9909.88,False,3083
2508,8078467,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ENGENHARIA,DAS12,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1990,M,BRANCA,NAO,9025.07,412.23,9437.3,False,3080
2509,8091293,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,PROCURADORIA GERAL DO MUNICIPIO,795.0,1960,F,BRANCA,NAO,8309.1,412.23,8721.33,False,3025
2510,8092206,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1975,F,NAO INFORMADO,NAO,7339.03,412.23,7751.26,False,3075
2511,8096490,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,PROCURADORIA GERAL DO MUNICIPIO,795.0,1972,F,BRANCA,NAO,8309.1,1964.25,10273.35,False,3027
2512,8096767,2,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1972,F,BRANCA,NAO,8309.1,412.23,8721.33,False,3011
2513,8096783,2,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1985,M,BRANCA,NAO,8309.1,1581.15,9890.25,False,3011
2514,8097411,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1987,F,NAO INFORMADO,NAO,7339.03,8396.25,15735.28,False,3034
2515,8099057,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1977,F,NAO INFORMADO,NAO,7215.11,1398.82,8613.93,False,3031
2516,8100586,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1985,F,BRANCA,NAO,7989.49,1991.37,9980.86,False,3013
2517,8100594,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1967,F,BRANCA,NAO,8586.25,412.23,8998.48,False,3012
2518,8100608,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1982,F,BRANCA,NAO,7989.49,1142.91,9132.4,False,3017
2519,8100799,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1958,F,BRANCA,NAO,8309.1,412.23,8721.33,False,3019
2520,8100845,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1962,F,BRANCA,NAO,8810.28,412.23,9222.51,False,3006
2521,8100934,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1963,F,BRANCA,NAO,8309.1,1581.15,9890.25,False,2991
2522,8101019,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS11,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1986,M,BRANCA,NAO,8953.46,412.23,9365.69,False,3011
2523,8101060,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1966,F,BRANCA,NAO,8309.1,412.23,8721.33,False,3018
2524,8101078,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1984,F,BRANCA,NAO,8309.1,412.23,8721.33,False,3020
2525,8101108,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1961,F,AMARELA,NAO,8309.1,412.23,8721.33,False,3012
2526,8101167,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS12,EFETIVO,40,SUBPREFEITURA SAPOPEMBA,104.0,1978,F,BRANCA,NAO,9156.58,2191.84,11348.42,False,3017
2527,8101183,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS12,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1976,M,PARDA,NAO,9025.07,3224.29,12249.36,False,3009
2528,8101221,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS10,EFETIVO,40,SUBPREFEITURA SAO MATEUS,178.0,1974,F,BRANCA,NAO,8917.48,1702.18,10619.66,False,3018
2529,8101299,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1984,M,BRANCA,NAO,8309.1,412.23,8721.33,False,3018
2530,8101337,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SUBPREFEITURA PINHEIROS,153.0,1979,M,BRANCA,NAO,8309.1,412.23,8721.33,False,3020
2531,8101361,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS12,EFETIVO,40,SUBPREFEITURA ERMELINO MATARAZZO,125.0,1970,F,BRANCA,NAO,9156.58,1311.85,10468.43,False,2990
2532,8101400,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SUBPREFEITURA VILA MARIA/VILA GUILHERME,145.0,1968,F,AMARELA,NAO,8309.1,1581.15,9890.25,False,3013
2533,8101426,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1989,F,NAO INFORMADO,NAO,7289.46,1411.21,8700.67,False,3016
2534,8101451,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1969,F,BRANCA,NAO,8309.1,412.23,8721.33,False,2995
2535,8101469,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS12,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1981,F,BRANCA,NAO,9108.21,294.45,9402.66,False,3006
2536,8101485,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1975,M,BRANCA,NAO,8309.1,412.23,8721.33,False,3006
2537,8101515,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS15,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1988,F,BRANCA,NAO,9454.65,1462.75,10917.4,False,2995
2538,8101566,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1985,F,BRANCA,NAO,7011.95,1675.99,8687.94,False,3016
2539,8101639,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1988,M,BRANCA,NAO,8309.1,412.23,8721.33,False,3013
2540,8101647,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1980,F,BRANCA,NAO,8309.1,412.23,8721.33,False,2999
2541,8101655,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS12,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1976,F,BRANCA,NAO,9025.07,412.23,9437.3,False,3010
2542,8101787,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1978,F,BRANCA,NAO,8309.1,294.45,8603.55,False,3009
2543,8101914,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS11,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1985,F,BRANCA,NAO,8953.46,412.23,9365.69,False,3010
2544,8102031,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS11,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1971,M,BRANCA,NAO,8953.46,1688.54,10642.0,False,3006
2545,8102091,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1979,M,BRANCA,NAO,8309.1,1581.15,9890.25,False,3009
2546,8102112,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS11,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1978,F,BRANCA,NAO,8953.46,2107.44,11060.9,False,3009
2547,8102198,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1988,F,BRANCA,NAO,8309.1,412.23,8721.33,False,2992
2548,8102236,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1980,F,PARDA,NAO,8309.1,412.23,8721.33,False,2997
2549,8102309,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS11,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1976,M,AMARELA,NAO,8953.46,412.23,9365.69,False,3006
2550,8102325,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1988,F,BRANCA,NAO,8309.1,412.23,8721.33,False,2999
2551,8102406,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OB,236.0,1965,F,AMARELA,NAO,8810.28,412.23,9222.51,False,3006
2552,8103003,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS12,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1989,F,BRANCA,NAO,9025.07,412.23,9437.3,False,3012
2553,8103127,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1990,F,BRANCA,NAO,8309.1,412.23,8721.33,False,2997
2554,8103291,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1985,F,BRANCA,NAO,8309.1,1846.47,10155.57,False,2997
2555,8103305,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1981,F,BRANCA,NAO,8551.61,1362.41,9914.02,False,2998
2556,8103372,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1970,F,BRANCA,NAO,8309.1,1178.42,9487.52,False,2975
2557,8103399,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,PROCURADORIA GERAL DO MUNICIPIO,795.0,1984,F,BRANCA,NAO,8309.1,412.23,8721.33,False,2974
2558,8103411,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS15,EFETIVO,40,SUBPREFEITURA PINHEIROS,153.0,1978,F,BRANCA,NAO,9454.65,412.23,9866.88,False,3023
2559,8103445,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SUBPREFEITURA ITAQUERA,205.0,1958,F,BRANCA,NAO,8391.09,412.23,8803.32,False,3013
2560,8103780,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE,740.0,1955,F,BRANCA,NAO,8309.1,1581.15,9890.25,False,3012
2561,8103798,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS12,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1984,M,BRANCA,NAO,9025.07,274.82,9299.89,False,3012
2562,8103801,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS12,EFETIVO,40,SUBPREFEITURA CIDADE TIRADENTES,127.0,1972,M,BRANCA,NAO,9244.26,1952.94,11197.2,False,3011
2563,8103879,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1983,F,BRANCA,NAO,8309.1,412.23,8721.33,False,2995
2564,8103895,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS10,EFETIVO,40,SUBPREFEITURA CAPELA DO SOCORRO,127.0,1982,M,BRANCA,NAO,9033.17,1741.09,10774.26,False,3009
2565,8103909,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS10,EFETIVO,40,SUBPREFEITURA MOOCA,192.0,1965,F,BRANCA,NAO,8810.28,412.23,9222.51,False,3009
2566,8103917,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SUBPREFEITURA IPIRANGA,138.0,1988,M,BRANCA,NAO,8309.1,412.23,8721.33,False,3009
2567,8104042,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,PROCURADORIA GERAL DO MUNICIPIO,795.0,1971,F,BRANCA,NAO,8309.1,1581.15,9890.25,False,3009
2568,8104051,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1984,F,BRANCA,NAO,8309.1,412.23,8721.33,False,3006
2569,8104395,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SUBPREFEITURA VILA PRUDENTE,110.0,1976,M,BRANCA,NAO,8632.44,412.23,9044.67,False,3006
2570,8104425,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SUBPREFEITURA SAPOPEMBA,104.0,1987,F,BRANCA,NAO,8884.96,412.23,9297.19,False,3006
2571,8104433,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SUBPREFEITURA SANTANA/TUCURUVI,183.0,1982,F,AMARELA,NAO,8309.1,1964.25,10273.35,False,3006
2572,8104450,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS10,EFETIVO,40,SUBPREFEITURA ERMELINO MATARAZZO,125.0,1969,F,BRANCA,NAO,8994.61,412.23,9406.84,False,3006
2573,8104468,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SUBPREFEITURA PERUS/ANHANGUERA,114.0,1971,F,BRANCA,NAO,8445.76,1994.62,10440.38,False,3005
2574,8104476,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,,EFETIVO,40,SUBPREFEITURA VILA MARIANA,152.0,1977,M,AMARELA,NAO,8309.1,412.23,8721.33,False,3004
2575,8104484,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS12,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1986,F,BRANCA,NAO,9025.07,412.23,9437.3,False,2999
