registro_funcional;num_vinculo;dc_cargo_base;grupo_cargo_base;nivel_cargo_base;segmento_cargo_base;referencia_cargo_comissao;relacao_juridica;qt_hora_jornada_semanal;dc_orgao;qtd_servidores_orgao;ano_nascimento;sexo;raca;pessoa_com_deficiencia;vl_remuneracao_base_mensal;vl_outro_elemento_remuneracao;vl_remuneracao_total_bruta;cedido;tempo_exercicio_dias;tempo_exercicio_dias_padro;vl_remuneracao_total_bruta_padro;k_means4
8235341;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1974;F;BRANCA;NAO;6670.75;1017.45;7688.2;False;2204;-0.8808127809056763;-0.7333502184313588;1
8235350;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;DAS12;EFETIVO;40;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1986;F;BRANCA;NAO;7386.93;1017.45;8404.38;False;2201;-0.8816488138025016;-0.6572145301908667;1
8235368;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;DAS11;EFETIVO;40;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1992;M;PARDA;NAO;7315.29;1420.94;8736.23;False;2172;-0.8897304651384799;-0.6219362088992817;1
8235376;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;DAS11;EFETIVO;40;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1985;F;BRANCA;NAO;7315.29;1723.56;9038.85;False;2201;-0.8816488138025016;-0.589765271459898;1
8235384;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1984;F;BRANCA;NAO;6670.75;866.15;7536.9;False;2201;-0.8816488138025016;-0.7494346240707044;1
8235392;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1986;F;PARDA;NAO;6670.75;2054.09;8724.84;False;2199;-0.8822061690670518;-0.6231470574137042;1
8235406;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1987;F;AMARELA;NAO;6670.75;412.23;7082.98;False;2200;-0.8819274914347768;-0.7976899671494335;1
8235414;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1984;F;BRANCA;NAO;6816.29;916.58;7732.87;False;2201;-0.8816488138025016;-0.728601438524488;1
8235422;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1978;F;AMARELA;NAO;6670.75;2477.21;9147.96;False;2205;-0.8805341032734012;-0.578166001801544;1
8235431;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1987;F;BRANCA;NAO;6670.75;412.23;7082.98;False;2201;-0.8816488138025016;-0.7976899671494335;1
8235449;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1987;F;BRANCA;NAO;6670.75;1927.5;8598.25;False;2200;-0.8819274914347768;-0.6366045915173708;1
8235457;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;DAS11;EFETIVO;40;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1990;F;PARDA;NAO;7315.29;1673.12;8988.41;False;2198;-0.8824848466993269;-0.5951274487265774;1
8235465;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1986;F;PRETA;NAO;6670.75;1000.54;7671.29;False;2204;-0.8808127809056763;-0.7351478872969328;1
8235473;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;DAS11;EFETIVO;40;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1986;F;PARDA;NAO;7524.05;1824.43;9348.48;False;2201;-0.8816488138025016;-0.5568491146977662;1
8235481;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;DAS11;EFETIVO;40;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1985;F;PARDA;NAO;7315.29;2892.33;10207.62;False;2201;-0.8816488138025016;-0.465515629826733;1
8235490;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1981;F;PRETA;NAO;6670.75;513.1;7183.85;False;2198;-0.8824848466993269;-0.786966675696421;1
8235503;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1966;F;PARDA;NAO;6745.1;3417.13;10162.23;False;2200;-0.8819274914347768;-0.47034095151853683;1
8235520;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1982;F;BRANCA;NAO;6670.75;866.15;7536.9;False;2200;-0.8819274914347768;-0.7494346240707044;1
8235538;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1992;F;BRANCA;NAO;6670.75;2980.11;9650.86;False;2201;-0.8816488138025016;-0.5247036911866935;1
8235546;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE DIREITOS HUMANOS E CIDADAN;285.0;1985;F;AMARELA;NAO;6670.75;412.23;7082.98;False;2197;-0.8827635243316021;-0.7976899671494335;1
8235554;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1982;F;BRANCA;NAO;6670.75;1168.76;7839.51;False;2183;-0.8866650111834536;-0.7172647497116671;1
8235562;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1992;F;PARDA;NAO;6794.67;;6794.67;False;2199;-0.8822061690670518;-0.8283396366132783;1
8235571;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1980;M;BRANCA;NAO;6670.75;1808.39;8479.14;False;2180;-0.887501044080279;-0.6492669415220137;1
8235589;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1982;F;PARDA;NAO;6745.1;916.58;7661.68;False;2185;-0.8861076559189034;-0.736169507509716;1
8235597;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1963;F;AMARELA;NAO;6670.75;412.23;7082.98;False;2200;-0.8819274914347768;-0.7976899671494335;1
8235601;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;DAS11;EFETIVO;40;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1992;F;BRANCA;NAO;7315.29;3082.81;10398.1;False;2200;-0.8819274914347768;-0.44526607539062907;1
8235619;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;DAS11;EFETIVO;40;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1989;F;BRANCA;NAO;7315.29;1420.94;8736.23;False;2200;-0.8819274914347768;-0.6219362088992817;1
8235627;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1989;F;PARDA;NAO;6745.1;1168.76;7913.86;False;2179;-0.887779721712554;-0.7093607473370118;1
8235635;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1986;F;PARDA;NAO;6794.67;1168.76;7963.43;False;2199;-0.8822061690670518;-0.7040910580604596;1
8235643;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1988;F;PARDA;NAO;6670.75;1894.62;8565.37;False;2149;-0.8961400506808074;-0.6400999996959674;1
8235660;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1985;F;BRANCA;NAO;6745.1;1168.76;7913.86;False;2187;-0.8855503006543531;-0.7093607473370118;1
8235678;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;DAS11;EFETIVO;40;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1972;F;PARDA;NAO;7315.29;2892.33;10207.62;False;2199;-0.8822061690670518;-0.465515629826733;1
8235686;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1991;F;BRANCA;NAO;6670.75;412.23;7082.98;False;2072;-0.9175982283659909;-0.7976899671494335;1
8235694;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;DAS11;EFETIVO;40;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1965;F;BRANCA;NAO;7315.29;1420.94;8736.23;False;2192;-0.8841569124929777;-0.6219362088992817;1
8235716;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1964;F;PARDA;NAO;6745.1;412.23;7157.33;False;2128;-0.9019922809585847;-0.7897859647747782;1
8235732;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1983;F;BRANCA;NAO;6670.75;1812.44;8483.19;False;2197;-0.8827635243316021;-0.6488363939817666;1
8235741;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1985;F;BRANCA;NAO;6745.1;916.58;7661.68;False;2194;-0.8835995572284274;-0.736169507509716;1
8235759;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE HABITACAO;247.0;1989;F;PRETA;NAO;6670.75;1361.95;8032.7;False;2199;-0.8822061690670518;-0.6967271005017189;1
8235775;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1982;F;PRETA;NAO;6745.1;916.58;7661.68;False;2187;-0.8855503006543531;-0.736169507509716;1
8235783;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1986;F;BRANCA;NAO;6670.75;2028.37;8699.12;False;2180;-0.887501044080279;-0.6258813000643584;1
8235791;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1986;F;NAO INFORMADO;NAO;6670.75;967.02;7637.77;False;2199;-0.8822061690670518;-0.7387113326176918;1
8235805;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;40;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1993;F;PARDA;NAO;7211.33;1765.54;8976.87;False;2179;-0.887779721712554;-0.5963542434461943;1
8235813;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1989;F;BRANCA;NAO;6670.75;866.15;7536.9;False;2172;-0.8897304651384799;-0.7494346240707044;1
8235821;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1984;F;PARDA;NAO;6670.75;1862.88;8533.63;False;2199;-0.8822061690670518;-0.6434742167150874;1
8235830;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;DAS12;EFETIVO;40;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1985;F;BRANCA;NAO;7518.44;412.23;7930.67;False;2199;-0.8822061690670518;-0.7075737092749008;1
8235848;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;DAS11;EFETIVO;40;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1990;F;PRETA;NAO;7440.54;2252.99;9693.53;False;2199;-0.8822061690670518;-0.5201675273490802;1
8235856;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;DAS11;EFETIVO;40;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1987;F;BRANCA;NAO;7315.29;1673.12;8988.41;False;2199;-0.8822061690670518;-0.5951274487265774;1
8235864;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1990;F;BRANCA;NAO;6670.75;1572.25;8243.0;False;2187;-0.8855503006543531;-0.6743705208192711;1
8235872;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;DAS11;EFETIVO;40;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1974;F;PARDA;NAO;7524.05;1723.56;9247.61;False;2185;-0.8861076559189034;-0.5675724061507785;1
8235881;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1985;F;PARDA;NAO;6745.1;664.41;7409.51;False;2194;-0.8835995572284274;-0.762977204602074;1
8235899;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1980;F;BRANCA;NAO;6745.1;412.23;7157.33;False;2198;-0.8824848466993269;-0.7897859647747782;1
8235902;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;40;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1988;F;BRANCA;NAO;6879.7;412.23;7291.93;False;2197;-0.8827635243316021;-0.7754769033137345;1
8235911;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1982;M;BRANCA;SIM;6745.1;2096.64;8841.74;False;2143;-0.897812116474458;-0.6107196481655913;1
8235929;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;DAS11;EFETIVO;40;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1989;F;BRANCA;SIM;7315.29;412.23;7727.52;False;2102;-0.9092378993977376;-0.7291701865097523;1
8235945;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;DAS11;EFETIVO;40;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1969;F;BRANCA;SIM;7315.29;1824.43;9139.72;False;2144;-0.897533438842183;-0.5790419800068857;1
8235961;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1982;F;PRETA;NAO;7029.96;916.58;7946.54;False;2199;-0.8822061690670518;-0.7058866007653409;1
8235970;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1989;F;PARDA;NAO;7081.6;967.02;8048.62;False;2199;-0.8822061690670518;-0.6950346765904275;1
8235988;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;DAS11;EFETIVO;40;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1971;F;PRETA;NAO;7440.54;412.23;7852.77;False;2184;-0.8863863335511786;-0.7158551051724884;1
8235996;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1985;F;PARDA;NAO;6670.75;;6670.75;False;2198;-0.8824848466993269;-0.8415133282644858;1
8236003;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1992;F;PRETA;NAO;6878.67;1017.45;7896.12;False;2176;-0.8886157546093794;-0.7112466518713276;1
8236011;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1990;F;PRETA;NAO;6878.67;1017.45;7896.12;False;2192;-0.8841569124929777;-0.7112466518713276;1
8236020;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1987;F;PRETA;NAO;6794.67;1219.2;8013.87;False;2180;-0.887501044080279;-0.6987288807937801;1
8236038;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1984;F;PRETA;NAO;7081.6;2550.78;9632.38;False;2179;-0.887779721712554;-0.5266682636666348;1
8236046;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;DAS11;EFETIVO;40;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1984;F;PRETA;NAO;7440.54;815.71;8256.25;False;2192;-0.8841569124929777;-0.6729619393604387;1
8236054;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1974;F;PARDA;NAO;6670.75;3325.52;9996.27;False;2184;-0.8863863335511786;-0.4879838329455412;1
8236062;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1972;F;PRETA;NAO;6794.67;2532.83;9327.5;False;2184;-0.8863863335511786;-0.5590794572642795;1
8236071;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;DAS11;EFETIVO;40;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1986;F;PARDA;NAO;7440.54;157.04;7597.58;False;2191;-0.8844355901252527;-0.7429838525294256;1
8236089;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1988;F;PRETA;NAO;6745.1;412.23;7157.33;False;2197;-0.8827635243316021;-0.7897859647747782;1
8236097;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1979;F;PRETA;NAO;6794.67;412.23;7206.9;False;2198;-0.8824848466993269;-0.784516275498226;1
8236101;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;DAS11;EFETIVO;40;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1982;F;PRETA;NAO;7440.54;3669.75;11110.29;False;2192;-0.8841569124929777;-0.36955455620830596;1
8236127;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1956;M;PRETA;NAO;7004.08;412.23;7416.31;False;2197;-0.8827635243316021;-0.7622543099665978;1
8236135;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1985;F;PRETA;NAO;6745.1;412.23;7157.33;False;2198;-0.8824848466993269;-0.7897859647747782;1
8236143;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;DAS11;EFETIVO;40;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1977;F;PRETA;NAO;7524.05;2825.65;10349.7;False;2163;-0.8922385638289558;-0.45041138426666555;1
8250073;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1980;F;BRANCA;NAO;6745.1;1004.65;7749.75;False;2152;-0.895304017783982;-0.726806958899953;1
8250081;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1985;F;BRANCA;NAO;6794.67;2351.65;9146.32;False;2162;-0.892517241461231;-0.5783403469783353;1
8250090;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;DAS11;EFETIVO;40;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1968;F;BRANCA;NAO;7440.54;2177.48;9618.02;False;2156;-0.8941893072548817;-0.528194847043905;1
8250103;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1959;F;BRANCA;SIM;6794.67;1348.38;8143.05;False;2113;-0.9061724454427114;-0.6849960088804249;1
8250111;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1980;F;PRETA;NAO;6745.1;1320.48;8065.58;False;2152;-0.895304017783982;-0.6932316923231222;1
8266719;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE HABITACAO;247.0;1969;F;BRANCA;NAO;7017.29;2751.33;9768.62;False;2040;-0.9265159125987945;-0.5121848570287997;1
8266727;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE HABITACAO;247.0;1985;F;BRANCA;NAO;6670.75;412.23;7082.98;False;1974;-0.9449086363289517;-0.7976899671494335;1
8266735;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;DAS10;EFETIVO;40;SECRETARIA MUNICIPAL DE HABITACAO;247.0;1964;F;BRANCA;NAO;7172.08;412.23;7584.31;False;2032;-0.9287453336569953;-0.7443945601489504;1
8266743;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1971;F;PARDA;NAO;6745.1;1521.82;8266.92;False;2068;-0.9187129388950913;-0.6718276326309488;1
8266751;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1991;F;BRANCA;NAO;6670.75;412.23;7082.98;False;2053;-0.922893103379218;-0.7976899671494335;1
8266760;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;40;SECRETARIA MUNICIPAL DE HABITACAO;247.0;1982;F;AMARELA;NAO;7172.08;196.3;7368.38;False;2053;-0.922893103379218;-0.7673496540663587;1
